Date,Open,High,Low,Close,Adj Close,Volume
2018-06-25,14.905000,14.967500,13.872500,14.295000,14.109579,85653200
2018-06-26,14.432500,14.695000,14.275000,14.452500,14.265038,47082800
2018-06-27,14.635000,14.830000,13.830000,13.872500,13.692559,65919200
2018-06-28,13.805000,14.352500,13.717500,14.212500,14.028150,55650000
2018-06-29,14.417500,14.640000,14.265000,14.277500,14.092306,39268000
2018-07-02,13.915000,14.615000,13.820000,14.597500,14.408155,41648400
2018-07-03,14.755000,14.770000,14.057500,14.095000,13.912172,28212800
2018-07-05,14.372500,14.647500,14.147500,14.612500,14.422960,32811200
2018-07-06,14.702500,15.322500,14.630000,15.270000,15.071933,37506000
2018-07-09,15.520000,15.712500,15.347500,15.695000,15.491420,36188800
2018-07-10,15.762500,15.837500,15.570000,15.732500,15.528433,33392000
2018-07-11,15.375000,15.665000,15.322500,15.502500,15.301417,39914800
2018-07-12,15.692500,16.280001,15.660000,16.267500,16.056496,40676000
2018-07-13,16.270000,16.407499,16.147499,16.315001,16.103378,33938000
2018-07-16,16.327499,16.415001,16.120001,16.205000,15.994805,27780000
2018-07-17,15.700000,16.600000,15.695000,16.504999,16.290913,37796800
2018-07-18,16.500000,16.547501,16.250000,16.400000,16.187275,23268800
2018-07-19,16.240000,16.389999,16.094999,16.157499,15.947919,38437200
2018-07-20,16.290001,16.457500,16.082500,16.135000,15.925712,28698000
2018-07-23,15.992500,16.307501,15.800000,16.275000,16.063894,31513600
2018-07-24,16.787500,16.962500,16.287500,16.482500,16.268705,47533200
2018-07-25,16.504999,17.202499,16.492500,17.170000,16.947289,38620800
2018-07-26,16.480000,16.635000,16.327499,16.420000,16.207016,55944000
2018-07-27,16.709999,16.725000,15.445000,15.735000,15.530901,59049200
2018-07-30,15.737500,15.752500,14.830000,15.057500,14.862188,50402800
2018-07-31,15.217500,15.572500,14.977500,15.357500,15.158297,47856000
2018-08-01,15.500000,15.707500,15.310000,15.567500,15.365574,34650800
2018-08-02,15.225000,16.250000,15.210000,16.187500,15.977531,46121200
2018-08-03,16.272499,16.347500,16.075001,16.332500,16.120651,36066800
2018-08-06,16.312500,16.642500,16.247499,16.632500,16.416761,34034000
2018-08-07,16.762501,16.900000,16.662500,16.795000,16.577154,35985200
2018-08-08,16.740000,16.962500,16.600000,16.840000,16.621567,31717200
2018-08-09,16.825001,17.025000,16.754999,16.825001,16.606762,27265200
2018-08-10,16.490000,16.637501,16.254999,16.432501,16.219355,42813200
2018-08-13,16.522499,16.842501,16.362499,16.385000,16.172468,46337200
2018-08-14,16.565001,16.747499,16.307501,16.687500,16.471046,30363600
2018-08-15,16.309999,16.450001,15.770000,16.080000,15.871426,57928800
2018-08-16,16.434999,16.537500,16.132500,16.227501,16.017014,32571200
2018-08-17,16.097500,16.355000,15.802500,16.225000,16.014547,35131200
2018-08-20,16.342501,16.357500,16.000000,16.192499,15.982466,33730800
2018-08-21,16.334999,16.655001,16.302500,16.360001,16.147795,33534800
2018-08-22,16.250000,16.605000,16.197500,16.549999,16.335329,31656800
2018-08-23,16.467501,16.815001,16.392500,16.467501,16.253901,35566800
2018-08-24,16.642500,16.967501,16.625000,16.924999,16.705465,31978400
2018-08-27,17.197500,17.437500,17.105000,17.434999,17.208851,36425600
2018-08-28,17.580000,17.642500,17.410000,17.512501,17.285345,32612400
2018-08-29,17.602501,18.150000,17.587500,18.125000,17.889902,32867600
2018-08-30,18.014999,18.340000,17.837500,18.022499,17.788729,43931600
2018-08-31,17.955000,18.237499,17.892500,18.075001,17.840549,31590000
2018-09-04,17.917500,18.007500,17.557501,17.860001,17.628340,40104800
2018-09-05,17.750000,17.757500,16.980000,17.150000,16.927549,53864800
2018-09-06,17.180000,17.232500,16.344999,16.682501,16.466112,57752400
2018-09-07,16.340000,16.922501,16.305000,16.517500,16.303249,38504800
2018-09-10,16.772499,16.805000,16.382500,16.662500,16.446369,27724400
2018-09-11,16.442499,17.120001,16.325001,17.032499,16.811571,35261200
2018-09-12,16.962500,16.997499,16.447500,16.885000,16.665985,44130800
2018-09-13,17.174999,17.504999,17.167500,17.385000,17.159500,37338000
2018-09-14,17.447500,17.535000,17.052500,17.252501,17.028717,38344000
2018-09-17,17.155001,17.207500,16.465000,16.525000,16.310654,36411600
2018-09-18,16.559999,17.162500,16.535000,16.917500,16.698063,36379200
2018-09-19,16.924999,17.045000,16.547501,16.879999,16.661049,29481200
2018-09-20,17.205000,17.495001,17.090000,17.410000,17.184172,31341600
2018-09-21,17.565001,17.645000,17.077499,17.132500,16.910273,30140800
2018-09-24,16.777500,17.297501,16.559999,17.280001,17.055862,26437600
2018-09-25,17.247499,17.382500,17.077499,17.350000,17.124952,21629600
2018-09-26,17.365000,17.867500,17.277500,17.332500,17.107681,35460000
2018-09-27,17.590000,17.995001,17.557501,17.812500,17.581453,29262800
2018-09-28,17.660000,17.937500,17.570000,17.785000,17.554310,30928800
2018-10-01,18.125000,18.292500,17.770000,17.887501,17.655481,34116000
2018-10-02,17.840000,18.190001,17.660000,17.785000,17.554310,32393600
2018-10-03,18.002501,18.125000,17.757500,17.837500,17.606127,33284800
2018-10-04,17.625000,17.645000,16.424999,16.820000,16.601826,75444800
2018-10-05,16.799999,16.957500,15.705000,16.187500,15.977531,66462000
2018-10-08,15.960000,16.312500,15.310000,15.897500,15.691293,59676800
2018-10-09,15.917500,16.400000,15.797500,16.020000,15.812205,52144800
2018-10-10,15.747500,15.765000,13.860000,13.942500,13.761651,121428000
2018-10-11,13.752500,14.312500,12.957500,13.377500,13.203979,111216000
2018-10-12,14.445000,14.630000,13.700000,14.507500,14.319323,84244000
2018-10-15,14.365000,14.427500,13.812500,13.960000,13.778924,79867600
2018-10-16,14.410000,15.292500,14.337500,15.162500,14.965827,62233200
2018-10-17,15.420000,15.445000,14.737500,15.212500,15.015178,65060400
2018-10-18,15.015000,15.032500,13.952500,14.157500,13.973863,78174400
2018-10-19,14.447500,14.847500,13.947500,14.100000,13.917109,67418400
2018-10-22,14.352500,14.645000,13.992500,14.312500,14.126853,57463200
2018-10-23,13.547500,14.370000,13.057500,14.155000,13.971394,88390800
2018-10-24,14.102500,14.175000,12.170000,12.230000,12.071364,102421200
2018-10-25,12.772500,13.692500,12.607500,13.485000,13.310084,76036800
2018-10-26,12.100000,13.207500,11.870000,12.437500,12.276173,122380800
2018-10-29,12.995000,13.150000,10.960000,11.772500,11.619799,108980800
2018-10-30,11.560000,12.262500,11.392500,12.227500,12.068896,92432800
2018-10-31,12.812500,13.415000,12.812500,13.052500,12.883195,90078800
2018-11-01,13.167500,13.655000,12.860000,13.622500,13.445802,63033200
2018-11-02,13.487500,13.732500,12.700000,13.012500,12.843714,87178800
2018-11-05,13.020000,13.035000,12.440000,12.885000,12.717869,51300400
2018-11-06,12.852500,13.382500,12.817500,13.157500,12.986834,55730800
2018-11-07,13.627500,14.390000,13.542500,14.367500,14.181139,69276000
2018-11-08,14.197500,14.330000,13.915000,14.122500,13.939317,58762400
2018-11-09,13.730000,13.820000,13.072500,13.405000,13.231123,68369600
2018-11-12,13.125000,13.197500,12.147500,12.227500,12.068896,77183600
2018-11-13,12.367500,12.875000,12.110000,12.222500,12.063961,77227200
2018-11-14,12.570000,12.705000,11.720000,11.912500,11.757982,78062000
2018-11-15,11.847500,12.652500,11.552500,12.550000,12.387214,84908400
2018-11-16,12.190000,12.600000,12.030000,12.412500,12.251497,67162400
2018-11-19,12.230000,12.287500,11.100000,11.222500,11.076931,93246000
2018-11-20,10.430000,11.060000,10.175000,10.600000,10.462507,101495600
2018-11-21,11.007500,11.155000,10.780000,10.837500,10.696926,57557600
2018-11-23,10.570000,10.930000,10.562500,10.597500,10.460040,28440000
2018-11-26,11.045000,11.345000,10.905000,11.325000,11.178102,59982400
2018-11-27,11.155000,11.530000,10.972500,11.442500,11.294080,60081600
2018-11-28,11.700000,12.540000,11.500000,12.527500,12.365005,97532400
2018-11-29,12.380000,12.667500,12.120000,12.412500,12.251497,64522400
2018-11-30,12.460000,12.710000,12.282500,12.672500,12.508123,58317600
2018-12-03,13.520000,13.575000,13.062500,13.322500,13.149693,74671600
2018-12-04,13.137500,13.247500,11.767500,11.857500,11.703695,105048000
2018-12-06,11.102500,12.055000,10.957500,12.030000,11.873958,98078000
2018-12-07,11.900000,12.105000,10.750000,10.852500,10.711732,111493600
2018-12-10,10.790000,11.340000,10.455000,11.192500,11.047320,88234400
2018-12-11,11.732500,11.750000,11.022500,11.312500,11.165765,86081600
2018-12-12,11.805000,12.132500,11.592500,11.597500,11.447068,84725600
2018-12-13,11.825000,11.972500,11.380000,11.600000,11.449536,82362400
2018-12-14,11.222500,11.332500,10.677500,10.725000,10.585885,78088800
2018-12-17,10.617500,10.872500,9.772500,10.032500,9.902369,100296400
2018-12-18,10.270000,10.502500,9.942500,10.200000,10.067697,78946800
2018-12-19,10.177500,10.647500,9.220000,9.462500,9.339762,153931200
2018-12-20,9.367500,9.695000,8.682500,9.082500,8.964690,160409200
2018-12-21,9.162500,9.352500,8.052500,8.205000,8.098573,184517200
2018-12-24,8.000000,8.322500,7.580000,7.597500,7.498952,87800400
2018-12-26,7.825000,8.985000,7.660000,8.965000,8.860669,189117600
2018-12-27,8.650000,9.100000,8.030000,9.092500,8.986684,170917200
2018-12-28,9.250000,9.527500,8.842500,9.055000,8.949622,152421200
2018-12-31,9.340000,9.420000,9.012500,9.260000,9.152236,108483200
2019-01-02,8.695000,9.557500,8.682500,9.392500,9.283194,135832800
2019-01-03,8.995000,9.102500,8.407500,8.482500,8.383785,165255200
2019-01-04,8.887500,9.690000,8.792500,9.567500,9.456157,136482000
2019-01-07,9.617500,10.037500,9.532500,9.872500,9.757607,106553200
2019-01-08,10.172500,10.277500,9.725000,10.157500,10.039291,105811200
2019-01-09,10.280000,10.542500,10.150000,10.397500,10.276498,89049200
2019-01-10,10.160000,10.507500,9.990000,10.497500,10.375335,87565600
2019-01-11,10.310000,10.407500,10.202500,10.372500,10.251789,60402400
2019-01-14,10.107500,10.235000,9.965000,10.102500,9.984932,55691600
2019-01-15,10.235000,10.730000,10.215000,10.662500,10.538414,72562800
2019-01-16,10.742500,10.965000,10.670000,10.677500,10.553240,67946400
2019-01-17,10.575000,11.067500,10.515000,10.927500,10.800330,71020000
2019-01-18,11.180000,11.402500,10.962500,11.227500,11.096839,83454400
2019-01-22,11.002500,11.020000,10.330000,10.607500,10.484055,90867200
2019-01-23,10.737500,10.875000,10.255000,10.617500,10.493937,83046800
2019-01-24,10.705000,10.855000,10.585000,10.805000,10.679255,64057600
2019-01-25,11.065000,11.292500,10.955000,11.190000,11.059774,69756800
2019-01-28,10.752500,10.777500,10.502500,10.777500,10.652077,70179600
2019-01-29,10.797500,10.802500,10.357500,10.472500,10.350624,61265200
2019-01-30,10.825000,11.380000,10.722500,11.257500,11.126490,87912000
2019-01-31,11.455000,11.930000,11.420000,11.752500,11.615728,80287600
2019-02-01,11.585000,11.855000,11.515000,11.602500,11.467475,70780800
2019-02-04,11.617500,12.040000,11.585000,12.027500,11.887528,55488400
2019-02-05,12.092500,12.400000,12.075000,12.345000,12.201333,64458400
2019-02-06,12.370000,12.432500,12.080000,12.247500,12.104968,72710000
2019-02-07,11.917500,12.007500,11.472500,11.747500,11.610787,104896800
2019-02-08,11.427500,11.812500,11.400000,11.807500,11.670089,72361200
2019-02-11,11.942500,12.027500,11.690000,11.780000,11.642909,60598400
2019-02-12,12.032500,12.347500,11.972500,12.290000,12.146974,64113200
2019-02-13,12.465000,12.570000,12.280000,12.315000,12.171682,63804800
2019-02-14,12.175000,12.487500,12.055000,12.360000,12.216159,76684800
2019-02-15,12.627500,12.630000,12.340000,12.507500,12.361942,71248000
2019-02-19,12.390000,12.697500,12.390000,12.582500,12.436070,51786400
2019-02-20,12.612500,12.757500,12.372500,12.572500,12.426188,85532800
2019-02-21,12.467500,12.572500,12.232500,12.430000,12.285345,64246800
2019-02-22,12.515000,12.730000,12.492500,12.700000,12.552202,59818800
2019-02-25,13.002500,13.095000,12.815000,12.840000,12.690573,62051200
2019-02-26,12.740000,13.000000,12.680000,12.880000,12.730108,52678400
2019-02-27,12.707500,12.895000,12.447500,12.840000,12.690573,57922000
2019-02-28,12.727500,12.895000,12.650000,12.760000,12.611505,46031600
2019-03-01,13.030000,13.072500,12.755000,13.015000,12.863538,70078400
2019-03-04,13.242500,13.332500,12.587500,13.017500,12.866008,106544000
2019-03-05,13.045000,13.170000,12.855000,13.050000,12.898129,50174400
2019-03-06,13.082500,13.095000,12.765000,12.825000,12.675749,61734400
2019-03-07,12.720000,12.735000,12.207500,12.357500,12.213689,84653200
2019-03-08,11.935000,12.305000,11.890000,12.287500,12.144503,87468400
2019-03-11,12.432500,13.077500,12.432500,13.055000,12.903070,64234000
2019-03-12,13.157500,13.367500,13.062500,13.267500,13.113099,75803200
2019-03-13,13.467500,13.772500,13.415000,13.555000,13.397253,72564800
2019-03-14,13.580000,13.630000,13.475000,13.495000,13.337952,47721600
2019-03-15,13.652500,13.985000,13.615000,13.830000,13.669052,69422800
2019-03-18,13.842500,14.085000,13.760000,13.955000,13.792597,74497200
2019-03-19,14.135000,14.320000,13.922500,14.095000,13.930968,82190400
2019-03-20,14.087500,14.512500,13.897500,14.252500,14.091633,91761200
2019-03-21,14.120000,14.975000,14.112500,14.912500,14.744184,75978800
2019-03-22,14.717500,14.837500,13.885000,13.937500,13.780190,133800800
2019-03-25,13.765000,13.992500,13.545000,13.850000,13.693677,105184800
2019-03-26,14.172500,14.420000,13.827500,14.040000,13.881532,87936000
2019-03-27,14.097500,14.195000,13.462500,13.765000,13.609636,88405200
2019-03-28,13.867500,14.007500,13.607500,13.852500,13.696148,64218800
2019-03-29,14.157500,14.205000,13.920000,14.165000,14.005122,63490000
2019-04-01,14.575000,14.775000,14.425000,14.722500,14.556328,61182400
2019-04-02,14.772500,14.930000,14.657500,14.885000,14.716995,53364400
2019-04-03,15.135000,15.422500,15.002500,15.142500,14.971588,75692000
2019-04-04,15.145000,15.320000,14.857500,15.120000,14.949343,71810400
2019-04-05,15.265000,15.375000,15.195000,15.347500,15.174274,52327200
2019-04-08,15.270000,15.497500,15.090000,15.467500,15.292919,51730000
2019-04-09,15.310000,15.457500,15.200000,15.297500,15.124838,52060800
2019-04-10,15.365000,15.555000,15.307500,15.545000,15.369545,49622000
2019-04-11,15.602500,15.607500,15.340000,15.427500,15.253371,55885200
2019-04-12,15.625000,15.650000,15.432500,15.617500,15.441227,47614000
2019-04-15,15.617500,15.680000,15.315000,15.630000,15.453586,41684800
2019-04-16,15.787500,15.887500,15.647500,15.782500,15.604364,47143600
2019-04-17,16.090000,16.139999,15.802500,15.940000,15.760087,57211200
2019-04-18,16.020000,16.027500,15.717500,15.990000,15.809522,45951600
2019-04-22,15.787500,16.147499,15.750000,16.125000,15.942999,37878400
2019-04-23,16.252501,16.799999,16.182501,16.737499,16.548586,52477200
2019-04-24,16.775000,16.844999,16.567499,16.575001,16.387922,47537600
2019-04-25,16.942499,16.962500,16.507500,16.760000,16.570831,59845200
2019-04-26,16.702499,16.825001,16.275000,16.820000,16.630156,55258400
2019-04-29,16.815001,16.992500,16.735001,16.910000,16.719139,41898800
2019-04-30,16.500000,16.602501,16.167500,16.522499,16.336012,63797600
2019-05-01,16.830000,16.977501,16.315001,16.332500,16.148157,62958000
2019-05-02,16.337500,16.582500,15.812500,16.132500,15.950413,70644400
2019-05-03,16.535000,16.937500,16.447500,16.892500,16.701834,54444800
2019-05-06,15.827500,16.655001,15.740000,16.590000,16.402752,80857600
2019-05-07,16.052500,16.254999,15.160000,15.625000,15.448643,118764800
2019-05-08,15.467500,15.847500,15.297500,15.487500,15.312695,80618800
2019-05-09,14.990000,15.397500,14.567500,15.242500,15.070459,110208800
2019-05-10,15.060000,15.507500,14.310000,15.285000,15.112479,113929200
2019-05-13,14.120000,14.357500,13.567500,13.705000,13.550313,117460400
2019-05-14,13.905000,14.395000,13.757500,14.135000,13.975460,70096000
2019-05-15,13.865000,14.847500,13.847500,14.722500,14.556328,88080000
2019-05-16,14.750000,15.455000,14.702500,15.182500,15.011137,87013200
2019-05-17,14.722500,15.335000,14.667500,14.710000,14.543970,91255200
2019-05-20,14.095000,14.257500,13.812500,13.972500,13.814794,92184400
2019-05-21,14.317500,14.510000,14.182500,14.392500,14.230053,57243600
2019-05-22,14.145000,14.445000,14.140000,14.205000,14.044669,64456400
2019-05-23,13.715000,13.720000,13.277500,13.535000,13.382231,103840400
2019-05-24,13.767500,13.900000,13.470000,13.515000,13.362458,68612800
2019-05-28,13.635000,13.852500,13.357500,13.370000,13.219094,58451600
2019-05-29,13.122500,13.250000,12.815000,13.035000,12.887875,88960800
2019-05-30,13.132500,13.295000,12.960000,13.190000,13.041126,68214000
2019-05-31,12.717500,12.852500,12.535000,12.555000,12.413293,70300400
2019-06-03,12.455000,12.550000,11.532500,11.752500,11.619851,120906400
2019-06-04,12.100000,12.720000,11.977500,12.705000,12.561600,81934800
2019-06-05,13.072500,13.080000,12.592500,12.985000,12.838440,76158400
2019-06-06,13.050000,13.387500,12.877500,13.285000,13.135053,50151200
2019-06-07,13.500000,14.230000,13.455000,14.042500,13.884004,75774000
2019-06-10,14.340000,14.955000,14.340000,14.555000,14.390720,91636000
2019-06-11,15.015000,15.092500,14.462500,14.610000,14.445098,68723600
2019-06-12,14.482500,14.575000,14.275000,14.362500,14.200393,55088000
2019-06-13,14.532500,14.707500,14.445000,14.597500,14.432740,49279600
2019-06-14,14.367500,14.525000,14.247500,14.407500,14.244884,38572400
2019-06-17,14.497500,14.792500,14.460000,14.670000,14.504420,37525200
2019-06-18,15.187500,15.622500,15.077500,15.305000,15.132255,70914800
2019-06-19,15.382500,15.590000,15.100000,15.485000,15.310223,68489600
2019-06-20,16.122499,16.132500,15.557500,15.910000,15.730425,59677600
2019-06-21,15.827500,16.135000,15.737500,15.837500,15.658744,52323200
2019-06-24,15.922500,15.972500,15.802500,15.832500,15.653800,34469200
2019-06-25,15.795000,15.820000,14.945000,15.022500,14.852943,69811600
2019-06-26,15.305000,15.595000,15.150000,15.212500,15.040798,47057600
2019-06-27,15.377500,15.497500,15.262500,15.377500,15.203935,37635200
2019-06-28,15.495000,15.547500,15.277500,15.442500,15.268203,49466400
2019-07-01,16.325001,16.387501,15.847500,16.057501,15.876263,72410400
2019-07-02,16.040001,16.252501,15.910000,16.252501,16.069059,40624400
2019-07-03,16.355000,16.612499,16.315001,16.612499,16.424995,33563600
2019-07-05,16.272499,16.597500,16.077499,16.504999,16.318708,58422400
2019-07-08,16.197500,16.200001,15.955000,16.157499,15.975131,52893600
2019-07-09,15.917500,16.455000,15.882500,16.400000,16.214895,44297600
2019-07-10,16.700001,17.022499,16.600000,16.885000,16.694422,77054800
2019-07-11,16.967501,17.075001,16.677500,16.840000,16.649929,63924800
2019-07-12,16.887501,17.127501,16.844999,17.122499,16.929239,44596400
2019-07-15,17.240000,17.297501,17.102501,17.267500,17.072603,36697200
2019-07-16,17.212500,17.270000,16.860001,17.022499,16.830370,55996000
2019-07-17,17.030001,17.107500,16.760000,16.770000,16.580721,46254000
2019-07-18,16.522499,16.915001,16.357500,16.842501,16.652403,67784000
2019-07-19,17.174999,17.174999,16.392500,16.434999,16.249500,70389600
2019-07-22,16.559999,16.932501,16.555000,16.822500,16.632627,47753200
2019-07-23,17.102501,17.155001,16.760000,17.147499,16.953957,58024800
